s,a,r,s'
45,3,0,55
91,3,0,91
81,1,0,81
91,3,0,91
91,1,0,91
91,3,0,91
82,4,0,72
36,2,0,26
27,1,0,26
46,1,0,36
37,3,0,36
37,1,0,36
24,1,0,25
16,2,0,26
53,4,0,43
23,1,3,22
6,3,0,16
24,4,0,14
16,1,0,17
18,2,0,28
38,4,0,28
38,3,0,37
27,1,0,37
39,3,0,49
46,4,0,36
37,2,0,38
27,3,0,37
38,1,0,28
8,4,0,8
10,1,0,9
18,3,0,28
28,2,0,38
24,4,0,14
57,3,0,56
24,1,0,23
33,4,0,23
23,2,3,33
21,3,0,31
22,2,0,32
43,1,0,42
53,4,0,43
43,3,0,53
99,2,0,98
88,2,0,89
89,1,0,90
90,2,0,90
87,2,0,88
66,1,0,67
35,4,0,34
67,3,0,77
89,1,0,90
89,2,0,79
70,2,0,70
50,2,0,50
45,3,0,55
65,4,0,66
83,2,0,82
82,3,0,72
43,4,0,53
53,3,0,63
85,4,0,86
86,4,0,76
75,3,0,65
75,1,0,74
85,3,0,95
95,2,0,96
95,3,0,95
99,2,0,100
98,3,0,98
98,3,0,98
97,2,0,87
68,1,0,67
47,3,0,46
36,3,0,46
46,4,0,36
7,1,0,6
57,3,0,58
69,4,0,59
69,4,0,70
47,1,0,57
41,4,0,31
21,3,0,31
32,3,0,31
31,4,0,21
31,2,0,32
32,2,0,33
22,3,0,32
13,4,0,3
14,4,0,4
34,4,0,44
45,3,0,55
96,3,0,96
91,4,0,81
91,3,0,91
66,2,0,67
10,1,0,20
10,4,0,10
10,3,0,20
36,2,0,35
45,2,0,46
46,3,0,56
56,3,0,57
85,4,0,75
64,4,0,65
75,4,0,65
46,2,0,47
48,3,0,47
26,2,0,36
36,3,0,46
77,3,0,87
43,3,0,53
44,3,0,43
36,1,0,35
45,3,0,55
45,3,0,44
81,2,0,82
92,1,0,91
93,1,0,92
91,4,0,81
93,3,0,93
25,4,0,15
16,4,0,26
37,1,0,36
36,2,0,37
37,4,0,27
39,2,0,29
9,3,0,10
10,4,0,10
30,3,0,20
8,4,0,8
35,4,0,36
62,2,0,61
53,4,0,52
5,4,0,5
13,3,0,12
3,4,0,3
22,4,0,21
24,1,0,25
7,2,0,8
10,2,0,10
19,2,0,20
20,2,0,20
19,4,0,20
20,2,0,20
18,3,0,8
9,4,0,9
6,4,0,6
19,1,0,18
19,4,0,20
19,1,0,18
10,3,0,20
10,2,0,10
36,1,0,35
40,1,0,50
48,2,0,49
48,3,0,58
64,2,0,65
75,2,0,74
75,2,0,76
96,2,0,86
76,4,0,86
86,3,0,96
97,3,0,97
95,3,0,95
84,1,0,83
64,2,0,74
73,3,0,83
91,3,0,91
91,2,0,92
65,2,0,66
78,4,10,68
49,2,0,39
29,1,0,39
4,4,0,4
25,2,0,26
5,3,0,15
49,2,0,50
50,1,0,60
85,3,0,95
85,2,0,86
94,4,0,95
85,2,0,86
76,1,0,86
44,1,0,43
21,4,0,11
44,1,0,43
82,2,0,81
62,3,0,72
52,2,0,53
53,4,0,54
63,1,0,64
26,3,0,36
45,2,0,46
82,2,0,83
71,4,0,72
71,1,0,71
71,2,0,61
71,1,0,71
81,4,0,71
82,4,0,81
93,1,0,92
65,1,0,64
75,2,0,76
76,2,0,77
77,1,0,78
59,4,0,58
49,3,0,59
53,2,0,54
45,2,0,35
14,2,0,4
5,2,0,15
14,1,0,13
42,3,0,52
63,1,0,62
1,1,0,1
1,3,0,2
14,1,0,13
2,3,0,12
2,2,0,3
2,4,0,2
51,1,0,51
43,1,0,42
51,3,0,61
81,1,0,81
84,2,0,85
84,1,0,83
83,3,0,93
80,1,0,79
15,2,0,16
14,4,0,4
9,4,0,9
27,3,0,37
67,3,0,77
77,3,0,87
88,3,0,98
98,4,0,88
79,3,0,89
99,3,0,99
99,2,0,100
87,1,0,86
31,2,0,41
52,1,0,51
72,1,0,73
61,2,0,62
51,4,0,41
61,2,0,51
42,1,0,32
12,3,0,11
1,4,0,1
2,1,0,1
3,3,0,13
13,4,0,3
52,1,0,51
71,1,0,71
36,4,0,26
49,1,0,59
39,4,0,29
45,2,0,35
47,1,0,48
48,4,0,38
28,1,0,27
28,4,0,18
18,1,0,28
26,1,0,25
35,4,0,25
6,4,0,6
26,4,0,16
38,3,0,28
39,3,0,49
48,3,0,58
77,3,0,76
87,2,0,88
85,3,0,95
17,1,0,16
27,2,0,28
8,4,0,8
19,4,0,18
46,2,0,56
47,1,0,37
37,1,0,47
47,4,0,37
32,3,0,22
22,1,0,12
44,3,0,54
56,3,0,66
67,4,0,57
56,4,0,46
56,1,0,55
4,4,0,4
38,2,0,48
4,3,0,14
14,4,0,13
24,4,0,34
24,3,0,34
24,1,0,23
23,2,3,33
38,3,0,48
48,3,0,58
71,3,0,81
62,2,0,63
64,1,0,63
53,2,0,54
54,1,0,53
71,1,0,71
4,1,0,3
15,1,0,25
15,3,0,14
16,2,0,17
19,1,0,20
20,4,0,19
10,1,0,20
30,2,0,30
40,4,0,30
77,4,0,67
59,4,0,60
59,4,0,49
66,4,0,56
43,3,0,53
45,3,0,46
36,4,0,26
15,1,0,5
5,1,0,4
24,4,0,14
17,4,0,27
16,1,0,15
4,4,0,4
4,4,0,4
24,3,0,34
33,2,0,34
45,1,0,44
44,2,0,45
73,3,0,83
42,1,0,41
41,1,0,41
51,2,0,52
45,4,0,35
59,2,0,69
39,3,0,49
80,4,0,79
60,3,0,50
89,4,0,90
90,2,0,90
68,4,0,69
40,4,0,39
18,2,0,19
7,4,0,7
8,3,0,7
18,1,0,28
37,4,0,27
47,3,0,37
48,1,0,47
66,3,0,67
80,3,0,90
67,2,0,57
66,2,0,67
45,4,0,35
34,4,0,35
52,2,0,42
54,4,0,55
54,2,0,55
55,1,0,45
33,4,0,23
30,2,0,30
10,4,0,10
9,3,0,19
28,3,0,38
30,2,0,30
7,3,0,17
18,4,0,28
53,2,0,52
98,4,0,88
70,4,0,69
59,1,0,58
59,4,0,49
50,3,0,60
57,2,0,58
68,4,0,58
70,1,0,69
78,4,10,88
78,3,10,77
87,2,0,97
97,3,0,97
95,4,0,85
86,4,0,76
69,4,0,68
57,1,0,67
67,4,0,66
79,1,0,78
59,4,0,69
69,2,0,70
23,1,3,22
21,1,0,21
21,2,0,11
21,3,0,31
31,3,0,32
2,2,0,3
3,4,0,3
3,1,0,13
24,4,0,14
1,3,0,2
1,1,0,1
2,4,0,2
4,2,0,5
5,1,0,4
14,4,0,13
34,3,0,24
95,1,0,94
76,1,0,75
86,2,0,76
50,4,0,40
19,2,0,20
9,3,0,8
7,3,0,17
26,2,0,25
34,3,0,44
92,3,0,92
71,4,0,81
91,2,0,92
81,2,0,82
92,3,0,92
83,2,0,84
65,3,0,64
36,3,0,35
22,2,0,23
42,4,0,32
42,2,0,43
53,2,0,63
65,3,0,75
76,1,0,75
76,4,0,77
77,1,0,76
86,3,0,96
96,4,0,86
94,3,0,94
73,4,0,63
87,1,0,88
86,1,0,85
73,3,0,83
93,3,0,93
86,3,0,96
93,1,0,92
92,3,0,92
71,4,0,61
49,4,0,50
50,1,0,49
28,1,0,27
15,1,0,16
16,1,0,17
49,4,0,50
50,1,0,60
75,1,0,74
43,4,0,33
12,3,0,2
23,1,3,24
33,1,0,32
46,2,0,47
67,4,0,57
57,4,0,58
68,2,0,69
60,3,0,50
48,1,0,49
29,1,0,19
10,1,0,9
8,4,0,8
14,4,0,4
65,1,0,66
76,1,0,75
75,2,0,74
92,1,0,93
81,1,0,81
81,3,0,71
95,2,0,96
85,4,0,84
72,1,0,71
51,1,0,51
61,3,0,71
71,3,0,81
25,1,0,24
6,2,0,7
29,1,0,19
10,2,0,10
29,1,0,28
28,4,0,18
19,3,0,29
29,1,0,19
16,1,0,15
5,1,0,4
4,1,0,3
15,2,0,16
17,2,0,18
7,2,0,17
18,1,0,17
26,2,0,27
27,2,0,28
2,1,0,1
1,1,0,1
5,1,0,4
5,4,0,5
4,4,0,4
55,3,0,65
62,3,0,72
72,4,0,62
81,2,0,82
81,1,0,81
81,1,0,81
57,2,0,67
35,2,0,45
65,4,0,55
53,4,0,43
43,2,0,44
33,3,0,32
21,4,0,11
21,1,0,21
12,2,0,11
32,3,0,42
41,2,0,31
13,4,0,3
94,2,0,84
93,4,0,94
86,2,0,76
85,2,0,86
78,4,10,88
90,3,0,89
87,1,0,86
95,2,0,96
95,4,0,85
75,1,0,74
74,2,0,75
81,3,0,91
72,1,0,71
71,3,0,72
68,1,0,69
38,4,0,39
48,3,0,58
94,1,0,93
62,1,0,61
65,2,0,66
87,2,0,86
95,3,0,95
92,1,0,91
91,2,0,81
92,4,0,82
82,1,0,81
72,1,0,71
94,1,0,93
93,1,0,94
95,1,0,94
92,2,0,93
93,3,0,93
27,3,0,28
40,1,0,39
40,1,0,30
30,3,0,40
6,2,0,7
7,4,0,7
10,1,0,20
19,4,0,9
19,1,0,29
50,4,0,49
49,2,0,50
47,1,0,48
49,4,0,39
59,2,0,69
49,3,0,48
59,4,0,49
38,1,0,37
30,3,0,40
59,4,0,49
56,3,0,55
81,4,0,91
92,3,0,92
96,3,0,96
68,1,0,67
53,3,0,63
72,4,0,62
92,4,0,82
91,4,0,81
54,2,0,44
54,1,0,53
63,2,0,62
53,2,0,52
93,1,0,92
94,4,0,84
84,1,0,83
83,4,0,73
81,4,0,71
91,2,0,92
97,1,0,96
95,3,0,95
74,1,0,73
72,4,0,62
24,2,0,14
6,2,0,7
36,2,0,35
34,4,0,24
14,1,0,13
17,4,0,18
9,4,0,9
52,4,0,62
22,3,0,32
32,1,0,22
22,1,0,23
44,1,0,34
36,2,0,37
5,2,0,6
23,2,3,33
33,3,0,43
32,3,0,42
41,3,0,31
41,4,0,31
4,3,0,5
10,1,0,20
50,3,0,40
97,1,0,98
98,1,0,88
87,4,0,97
57,2,0,58
45,4,0,35
35,4,0,25
25,1,0,24
4,1,0,3
54,3,0,64
50,3,0,60
69,3,0,68
59,4,0,49
37,4,0,27
38,2,0,39
26,3,0,16
53,1,0,52
72,2,0,71
82,1,0,81
51,1,0,51
62,4,0,72
91,3,0,91
71,3,0,81
91,2,0,81
82,1,0,81
61,1,0,61
54,4,0,44
54,1,0,64
72,3,0,82
96,3,0,96
93,1,0,83
62,1,0,72
87,2,0,88
88,2,0,89
88,3,0,98
90,1,0,89
66,4,0,56
44,4,0,34
17,2,0,18
18,1,0,17
36,4,0,35
23,2,3,33
33,3,0,43
24,2,0,23
22,1,0,21
32,4,0,31
41,3,0,51
51,4,0,41
31,2,0,32
33,3,0,34
33,2,0,34
34,3,0,44
36,4,0,26
16,3,0,26
16,1,0,17
39,4,0,40
9,3,0,19
82,4,0,72
92,1,0,93
99,2,0,100
49,3,0,59
59,2,0,60
80,3,0,90
77,2,0,78
26,1,0,27
81,1,0,81
81,3,0,91
81,1,0,81
71,1,0,71
72,2,0,73
82,4,0,92
87,2,0,88
70,1,0,80
89,4,0,99
67,2,0,66
58,3,0,68
59,2,0,60
50,1,0,40
49,4,0,48
50,3,0,60
20,1,0,10
18,1,0,17
8,3,0,7
21,3,0,31
52,1,0,51
61,1,0,61
61,2,0,71
79,4,0,69
38,3,0,39
38,4,0,28
28,2,0,27
29,2,0,30
60,2,0,60
28,2,0,29
38,2,0,39
19,1,0,18
18,2,0,19
16,1,0,15
15,1,0,14
13,3,0,12
12,4,0,2
3,1,0,13
22,2,0,23
85,3,0,86
87,1,0,97
100,2,0,100
69,1,0,59
58,2,0,48
48,1,0,38
19,2,0,20
18,2,0,19
95,2,0,96
33,4,0,32
2,4,0,2
21,2,0,22
23,3,3,13
4,1,0,3
28,3,0,27
58,3,0,68
77,2,0,87
95,4,0,96
96,3,0,96
75,1,0,74
56,3,0,66
66,4,0,56
64,1,0,63
63,1,0,73
73,2,0,74
74,3,0,84
84,4,0,74
75,2,0,74
93,1,0,94
63,1,0,73
27,4,0,28
24,4,0,14
23,1,3,33
4,3,0,14
14,2,0,15
19,2,0,20
20,3,0,30
9,3,0,19
28,4,0,18
40,2,0,40
52,3,0,62
84,1,0,83
73,2,0,72
33,2,0,34
34,3,0,33
42,2,0,43
66,4,0,56
48,2,0,38
16,3,0,17
36,4,0,26
65,3,0,64
63,2,0,53
71,2,0,72
74,2,0,75
78,3,10,79
84,3,0,94
94,3,0,94
93,2,0,94
83,1,0,82
84,1,0,83
83,1,0,82
92,1,0,91
81,1,0,81
56,3,0,46
64,2,0,63
87,3,0,88
87,1,0,86
96,2,0,97
54,3,0,53
93,3,0,93
81,1,0,81
44,3,0,54
65,4,0,64
42,1,0,32
1,1,0,1
62,3,0,72
92,1,0,91
91,3,0,91
82,1,0,81
92,4,0,91
16,3,0,26
47,2,0,48
59,1,0,58
66,2,0,67
68,1,0,78
78,1,10,77
76,2,0,77
77,1,0,76
39,1,0,38
45,1,0,55
48,2,0,49
40,1,0,39
30,4,0,29
10,4,0,10
15,3,0,25
14,4,0,4
5,3,0,4
18,4,0,28
29,2,0,30
40,1,0,39
59,2,0,60
79,2,0,80
80,2,0,80
89,4,0,79
33,2,0,23
54,3,0,64
54,1,0,55
55,1,0,54
46,3,0,56
27,1,0,26
17,2,0,18
8,4,0,8
28,4,0,18
28,4,0,29
26,3,0,36
67,4,0,77
67,1,0,77
76,4,0,66
75,4,0,74
77,3,0,87
76,1,0,75
85,1,0,84
51,2,0,52
31,2,0,32
33,2,0,43
32,1,0,31
21,1,0,21
12,2,0,22
31,3,0,32
54,3,0,64
75,1,0,65
46,1,0,45
73,1,0,72
32,4,0,22
3,2,0,4
4,4,0,4
5,4,0,5
23,2,3,33
33,2,0,34
54,2,0,55
86,2,0,87
90,4,0,80
48,2,0,49
49,1,0,48
50,1,0,49
28,4,0,18
19,4,0,9
7,2,0,8
19,2,0,9
8,1,0,7
49,1,0,48
59,3,0,69
60,1,0,59
21,4,0,11
31,3,0,41
32,3,0,42
42,3,0,32
42,3,0,52
72,1,0,82
84,3,0,94
84,3,0,94
94,1,0,84
95,4,0,85
72,2,0,73
71,1,0,71
91,4,0,81
72,4,0,71
67,4,0,57
77,2,0,78
87,1,0,86
75,2,0,76
66,4,0,56
45,4,0,35
35,3,0,45
87,3,0,97
97,1,0,96
99,2,0,89
79,1,0,78
88,1,0,87
98,3,0,98
87,1,0,86
34,1,0,33
82,4,0,83
93,4,0,83
83,4,0,84
63,1,0,64
46,1,0,47
70,3,0,80
99,1,0,98
87,1,0,86
6,1,0,7
24,2,0,23
52,3,0,62
82,4,0,72
34,1,0,24
14,4,0,13
23,4,3,22
88,2,0,89
50,1,0,40
37,3,0,47
27,1,0,37
8,1,0,9
48,2,0,49
39,1,0,38
17,4,0,7
8,3,0,9
29,1,0,28
29,4,0,19
19,3,0,20
9,4,0,9
78,1,10,77
78,3,10,88
88,1,0,87
76,3,0,75
85,4,0,75
34,2,0,35
52,1,0,62
61,2,0,62
72,3,0,82
92,1,0,91
91,1,0,91
94,3,0,94
95,3,0,95
54,3,0,44
55,1,0,65
66,3,0,76
44,2,0,54
54,2,0,55
6,3,0,16
68,3,0,67
87,2,0,77
67,2,0,68
59,1,0,58
67,2,0,68
59,2,0,60
100,4,0,90
99,1,0,98
88,3,0,98
88,2,0,89
88,2,0,89
96,3,0,96
67,3,0,57
68,2,0,69
78,3,10,88
100,1,0,99
80,2,0,80
40,1,0,50
19,1,0,18
57,1,0,56
15,3,0,25
34,4,0,44
35,2,0,25
37,4,0,38
22,4,0,21
2,1,0,1
11,4,0,1
32,1,0,31
32,3,0,33
15,2,0,16
16,2,0,17
80,2,0,80
80,4,0,70
80,3,0,70
80,4,0,79
48,3,0,38
89,3,0,99
100,1,0,90
100,3,0,100
87,4,0,97
97,3,0,97
86,4,0,76
87,4,0,77
87,2,0,88
75,1,0,74
95,1,0,94
94,2,0,93
93,2,0,94
76,1,0,75
78,1,10,88
78,3,10,88
90,3,0,89
89,1,0,88
97,3,0,97
97,1,0,98
96,1,0,95
83,3,0,82
91,4,0,81
52,2,0,42
5,1,0,15
25,3,0,15
61,2,0,62
61,3,0,71
62,4,0,52
16,2,0,17
6,1,0,5
4,1,0,3
2,1,0,1
31,3,0,21
21,4,0,11
24,4,0,14
14,2,0,15
88,1,0,87
97,2,0,98
99,1,0,100
90,4,0,100
99,3,0,99
80,4,0,70
60,3,0,70
70,2,0,70
70,4,0,60
60,2,0,60
18,4,0,28
36,1,0,35
8,1,0,7
28,1,0,27
16,2,0,17
16,4,0,17
16,3,0,26
35,4,0,34
22,4,0,12
8,2,0,9
5,3,0,15
4,2,0,3
22,2,0,12
12,3,0,22
32,4,0,31
42,2,0,43
62,1,0,61
12,4,0,2
55,3,0,65
66,4,0,56
37,3,0,47
47,2,0,48
77,3,0,67
87,4,0,97
97,2,0,98
77,3,0,78
98,2,0,97
97,1,0,96
76,2,0,77
95,2,0,96
84,4,0,74
74,4,0,64
64,4,0,54
54,3,0,53
55,4,0,54
54,3,0,55
56,1,0,55
40,4,0,50
49,1,0,59
100,3,0,100
68,3,0,58
9,1,0,19
29,3,0,39
27,2,0,17
6,3,0,16
16,2,0,17
27,4,0,17
58,1,0,68
98,1,0,97
77,3,0,76
57,3,0,67
46,3,0,56
30,1,0,20
20,1,0,30
28,4,0,18
27,3,0,17
61,3,0,62
45,1,0,44
46,3,0,47
47,2,0,48
5,1,0,4
18,4,0,19
8,2,0,9
28,1,0,18
50,3,0,60
37,2,0,38
39,3,0,29
29,2,0,30
27,4,0,28
28,2,0,29
30,1,0,29
88,3,0,87
34,2,0,35
43,1,0,42
52,4,0,62
28,2,0,29
37,3,0,27
26,2,0,27
24,2,0,25
7,3,0,17
38,1,0,37
17,3,0,27
15,2,0,16
39,1,0,40
35,2,0,25
74,2,0,75
9,4,0,9
30,4,0,20
10,4,0,10
17,1,0,18
18,2,0,8
19,1,0,18
26,4,0,36
54,4,0,53
1,3,0,11
11,1,0,11
1,1,0,1
90,1,0,89
89,1,0,88
58,3,0,68
75,2,0,76
76,4,0,77
78,2,10,88
83,1,0,82
85,2,0,95
96,4,0,97
97,4,0,87
86,2,0,85
83,1,0,82
82,4,0,72
61,3,0,51
42,1,0,41
41,2,0,42
12,1,0,11
1,1,0,1
12,3,0,22
32,4,0,22
22,2,0,23
43,2,0,53
53,1,0,52
34,2,0,35
74,3,0,84
93,2,0,83
83,1,0,82
22,1,0,21
4,1,0,3
2,3,0,1
3,2,0,13
95,1,0,94
75,4,0,65
77,2,0,76
17,3,0,27
27,1,0,37
55,2,0,56
24,1,0,23
12,3,0,11
21,3,0,11
45,4,0,35
31,1,0,31
69,3,0,79
38,4,0,28
28,4,0,18
18,1,0,28
29,3,0,39
40,3,0,39
39,3,0,29
83,1,0,93
71,3,0,81
91,1,0,91
91,1,0,91
91,3,0,91
82,4,0,72
26,4,0,16
16,3,0,17
10,4,0,10
67,2,0,68
59,3,0,69
97,3,0,97
85,4,0,75
64,2,0,65
85,2,0,84
83,4,0,73
72,4,0,62
43,4,0,42
48,2,0,49
49,3,0,59
48,1,0,47
47,1,0,46
59,4,0,49
58,1,0,68
39,4,0,29
29,4,0,19
20,1,0,10
40,1,0,39
49,1,0,59
60,2,0,60
57,2,0,58
49,1,0,39
39,1,0,38
40,4,0,50
19,3,0,29
29,2,0,30
10,1,0,9
10,2,0,10
10,3,0,20
19,4,0,29
40,2,0,40
39,1,0,38
48,4,0,58
79,4,0,69
49,1,0,48
16,3,0,26
16,4,0,26
18,1,0,19
29,2,0,30
65,2,0,64
100,4,0,90
92,1,0,93
92,3,0,92
81,3,0,71
71,2,0,72
84,3,0,83
84,4,0,85
97,2,0,96
96,2,0,97
97,4,0,98
86,3,0,96
76,2,0,77
93,3,0,93
94,1,0,93
93,3,0,93
86,1,0,85
87,1,0,97
76,2,0,77
67,1,0,66
57,4,0,47
37,3,0,47
37,1,0,36
46,1,0,45
5,4,0,5
14,2,0,24
48,4,0,38
8,1,0,18
18,3,0,19
19,3,0,29
29,3,0,39
50,4,0,40
56,4,0,55
4,1,0,3
23,3,3,13
12,4,0,2
4,1,0,3
3,2,0,13
23,2,3,24
3,4,0,3
3,3,0,2
1,3,0,11
2,1,0,1
1,2,0,2
3,2,0,4
5,2,0,6
42,4,0,32
84,2,0,85
74,1,0,84
84,4,0,94
73,1,0,63
79,1,0,69
72,1,0,71
42,4,0,52
23,3,3,33
31,4,0,21
42,2,0,43
51,2,0,52
43,3,0,33
22,1,0,12
99,1,0,98
99,2,0,100
90,1,0,100
100,1,0,99
99,2,0,89
99,1,0,89
89,3,0,88
96,2,0,97
95,4,0,96
75,4,0,74
86,3,0,96
5,3,0,15
57,4,0,56
38,1,0,37
71,1,0,71
11,1,0,11
11,1,0,11
21,4,0,31
32,4,0,22
41,4,0,42
24,1,0,25
87,3,0,88
99,2,0,98
99,4,0,89
75,3,0,85
3,4,0,3
3,2,0,4
4,3,0,5
6,1,0,5
63,3,0,53
86,4,0,85
91,2,0,81
71,2,0,61
61,4,0,71
71,3,0,81
90,3,0,100
99,3,0,99
87,4,0,77
98,4,0,99
89,1,0,88
74,3,0,84
94,3,0,94
86,1,0,87
99,1,0,98
99,1,0,100
98,1,0,97
88,2,0,89
100,1,0,99
89,2,0,90
99,4,0,89
89,3,0,88
10,3,0,9
9,2,0,10
8,4,0,8
47,1,0,57
57,1,0,56
38,3,0,28
50,3,0,60
83,1,0,82
83,1,0,82
82,1,0,81
81,1,0,81
81,1,0,81
81,1,0,81
81,4,0,71
69,2,0,70
1,2,0,2
14,3,0,4
4,1,0,14
24,1,0,34
6,1,0,5
5,4,0,5
59,2,0,49
58,1,0,57
25,1,0,24
32,2,0,33
43,3,0,33
33,1,0,23
24,1,0,14
4,2,0,5
5,2,0,15
3,2,0,2
51,1,0,51
61,2,0,62
63,3,0,53
47,3,0,57
75,1,0,85
64,2,0,65
46,3,0,56
44,2,0,45
53,1,0,52
15,3,0,5
18,3,0,19
8,2,0,9
8,4,0,8
30,1,0,29
56,1,0,55
52,4,0,42
61,1,0,61
47,3,0,57
50,4,0,49
77,3,0,87
97,1,0,98
97,3,0,97
96,3,0,96
85,4,0,84
82,3,0,72
82,1,0,81
73,1,0,72
64,2,0,54
85,1,0,75
74,2,0,75
74,4,0,64
64,1,0,74
65,4,0,55
76,2,0,77
47,1,0,57
40,2,0,40
69,4,0,59
90,1,0,100
100,2,0,100
67,3,0,77
88,2,0,87
88,1,0,87
87,4,0,97
1,1,0,1
1,1,0,1
34,3,0,44
77,4,0,76
83,3,0,84
82,2,0,83
83,4,0,73
62,4,0,63
64,2,0,63
38,1,0,37
30,4,0,20
40,4,0,50
38,4,0,28
26,1,0,25
35,2,0,36
33,3,0,43
54,1,0,44
95,1,0,85
86,1,0,85
87,4,0,77
87,4,0,88
89,2,0,90
89,4,0,79
57,1,0,47
47,1,0,37
35,1,0,34
73,3,0,83
93,3,0,93
45,3,0,55
65,1,0,64
55,4,0,65
66,1,0,65
36,4,0,26
14,3,0,24
24,4,0,14
14,2,0,15
12,1,0,11
13,1,0,23
42,1,0,52
52,4,0,42
42,4,0,32
32,2,0,33
31,3,0,41
53,1,0,52
68,1,0,58
88,3,0,87
99,3,0,99
99,4,0,89
100,1,0,99
80,4,0,70
40,3,0,50
70,1,0,80
76,4,0,66
85,1,0,84
84,1,0,83
45,2,0,46
47,1,0,46
46,1,0,56
66,2,0,56
56,3,0,46
46,2,0,36
7,1,0,6
7,2,0,8
20,4,0,30
20,1,0,19
9,1,0,8
20,1,0,19
9,2,0,19
20,4,0,30
42,3,0,41
12,2,0,13
22,4,0,21
22,2,0,23
14,2,0,4
3,2,0,4
5,1,0,15
16,4,0,6
7,1,0,6
26,4,0,16
16,3,0,17
17,4,0,27
50,3,0,60
50,3,0,60
52,2,0,53
53,4,0,43
53,3,0,54
24,1,0,25
33,2,0,32
83,4,0,73
41,4,0,51
33,4,0,23
33,4,0,32
32,2,0,33
33,2,0,34
44,2,0,45
53,2,0,54
76,3,0,86
85,2,0,75
76,4,0,66
65,1,0,64
53,1,0,63
3,4,0,3
72,2,0,73
24,4,0,14
3,1,0,13
3,2,0,4
4,1,0,3
3,4,0,3
31,2,0,41
32,3,0,42
44,2,0,43
42,2,0,43
69,2,0,70
50,2,0,50
18,1,0,28
18,4,0,8
37,4,0,38
20,1,0,19
39,2,0,29
10,4,0,10
30,1,0,29
49,3,0,59
35,3,0,45
12,3,0,22
22,3,0,32
36,4,0,35
52,4,0,53
52,4,0,42
42,4,0,32
31,3,0,32
52,4,0,42
34,4,0,24
33,4,0,43
81,3,0,71
91,4,0,92
72,2,0,73
28,3,0,38
97,2,0,98
98,4,0,99
95,3,0,95
84,4,0,94
65,3,0,75
47,1,0,46
37,1,0,27
5,3,0,15
15,4,0,16
35,4,0,36
49,2,0,50
67,2,0,68
79,1,0,78
79,3,0,89
99,4,0,89
50,4,0,60
70,4,0,69
60,1,0,70
42,1,0,41
11,1,0,11
1,2,0,11
1,1,0,1
2,2,0,12
1,2,0,2
11,2,0,12
33,1,0,32
32,3,0,22
43,2,0,33
33,2,0,34
25,2,0,35
24,4,0,14
63,3,0,73
72,3,0,82
82,2,0,72
42,2,0,43
32,4,0,31
31,4,0,32
31,4,0,21
2,2,0,1
1,1,0,1
26,4,0,36
35,3,0,45
33,2,0,23
23,4,3,13
13,2,0,14
31,1,0,31
37,4,0,27
8,1,0,7
38,4,0,48
38,2,0,39
49,2,0,50
27,4,0,37
13,4,0,23
35,3,0,45
45,1,0,55
46,4,0,45
39,1,0,38
8,4,0,8
9,2,0,10
20,2,0,20
30,4,0,20
10,2,0,10
69,3,0,79
78,1,10,88
88,1,0,98
67,1,0,66
56,1,0,66
20,4,0,30
39,4,0,29
29,3,0,28
10,1,0,9
9,2,0,8
10,3,0,20
20,3,0,30
10,1,0,9
50,3,0,60
60,1,0,70
100,4,0,99
89,3,0,99
88,4,0,98
92,3,0,92
77,1,0,87
93,3,0,93
73,2,0,74
74,1,0,73
73,1,0,72
72,2,0,73
68,4,0,58
48,3,0,58
65,2,0,66
65,1,0,75
53,3,0,63
93,2,0,94
4,4,0,4
33,3,0,43
44,3,0,54
54,1,0,53
55,3,0,65
54,4,0,44
82,4,0,72
56,2,0,55
57,3,0,67
57,4,0,47
42,1,0,41
41,2,0,31
32,2,0,33
33,4,0,23
89,1,0,99
88,4,0,78
78,4,10,68
34,3,0,44
44,3,0,54
54,3,0,64
64,1,0,54
54,4,0,55
65,4,0,64
17,2,0,18
28,1,0,27
29,1,0,19
30,4,0,20
20,1,0,19
29,2,0,30
48,3,0,38
38,2,0,39
40,3,0,50
47,1,0,46
32,3,0,22
3,4,0,3
3,2,0,4
7,3,0,17
73,2,0,72
62,1,0,61
52,2,0,42
61,3,0,62
52,1,0,62
71,4,0,61
51,3,0,52
7,1,0,6
8,4,0,8
8,1,0,18
92,4,0,91
92,1,0,93
84,4,0,74
41,4,0,51
53,2,0,43
33,2,0,32
32,2,0,33
23,2,3,24
12,4,0,11
21,3,0,11
3,3,0,13
3,2,0,2
79,3,0,89
66,2,0,67
64,4,0,54
13,4,0,3
5,2,0,4
6,4,0,6
15,1,0,14
18,2,0,19
17,1,0,18
17,1,0,16
6,4,0,6
6,2,0,7
7,2,0,8
7,2,0,8
19,4,0,9
20,4,0,10
10,4,0,10
10,4,0,10
20,3,0,30
60,2,0,60
59,1,0,58
77,1,0,76
86,3,0,76
66,3,0,76
77,2,0,78
76,2,0,75
55,3,0,45
74,3,0,73
97,1,0,96
38,3,0,48
48,2,0,49
49,4,0,39
100,1,0,99
99,1,0,89
100,2,0,100
85,3,0,95
33,2,0,34
34,4,0,24
3,2,0,4
15,4,0,5
51,1,0,51
75,3,0,85
85,3,0,95
95,1,0,85
76,2,0,75
75,2,0,76
26,2,0,16
46,2,0,47
38,4,0,39
10,4,0,10
10,3,0,20
8,3,0,7
18,4,0,8
